unique_url,url_class
dailydemo.com,Games
mocp.org,Art/Culture/Heritage
tomy.co.jp,Business
insanefunnies.com,Humor/Comics
matthew-sweet.com,Entertainment
feetbrazil.com,Pornography
veniceword.com,Public Information
stardisk7.com,Pornography
platinummagazine.com,Business
glowsticks-party-supplies.com,Online Shopping
agilysys.com,Business
undcp.org,Non-Profit/Advocacy/NGO
kerrconcentrates.com,Marketing/Merchandising
twistedtunes.com,Entertainment
history1700s.com,Education/Reference
reptilianrecords.com,Online Shopping
smokylake.com,Public Information
leah-tgirl.com,Pornography
inipi.org,Internet Services
indiesent.com,Entertainment
soakingpussies.com,Pornography
landscapethis.com,Marketing/Merchandising
phillipselectronics.com,Marketing/Merchandising
whathavewehere.com,Parked Domain
davidduke.com,Discrimination
outdoorplay.com,Sports
goosegetter.com,Online Shopping
leadershipandchangebooks.com,Education/Reference
asn-graz.ac.at,Education/Reference
xxx-find.net,Pornography
supernfl.com,Sports
fafi.net,Art/Culture/Heritage
porn-mistress.com,Pornography
bulldawgs.com,Sports
mix961fm.com,Entertainment
sexbazar.com,Pornography
kisshertoes.com,Pornography
boatrader.com,Marketing/Merchandising
cubbi.org,Personal Pages
uksharenet.co.uk,Stock Trading
josten.com,Business
dhl.co.za,Business
69.132.120.223,UNKNOWN
ethermanage.com,Software/Hardware
rockhardguys.com,Pornography
jacksonperkins.com,Online Shopping
ryanonair.com,Entertainment
tnsofres.com,Web Ads
calligraphylady.com,Dating/Personals
stadtplandienst.de,Public Information
drlarrypetvet.com,Marketing/Merchandising
ijmuiden.net,Parked Domain
autumnwinds.com,Online Shopping
panggame.com,Games
judymoody.com,Education/Reference
mdmintl.com,UNKNOWN
66.30.209.139,UNKNOWN
crisearch.com,Parked Domain
lemming.nu,Profanity
bestaviationsites.com,Dating/Personals
delnerofurniture.com,Online Shopping
topline.ru,UNKNOWN
the-grove.com,Marketing/Merchandising
download-doctor.com,Parked Domain
beaconhillstaffing.com,Job Search
quicktease.com,Pornography
bmrkdeal.com,UNKNOWN
idigit4u.com,Recreation/Hobbies
tiger.com.tw,Games
northdoorway.com,Online Shopping
yogavermont.com,Health
babezfucked.com,Pornography
coniglioviola.com,Internet Services
dentalvet.com,Business
lostdungeons.com,Games
premio2004.com,UNKNOWN
pitchprofessor.com,Business
cdickens.com,Online Shopping
ruralindex.net,Travel
aventurasexual.com,Pornography
lorarocke.com,Marketing/Merchandising
megascreensavers.com,Internet Services
candysex.com,Pornography
aelives.com,Travel
zinger4102drug.us,UNKNOWN
advertisingdemon.com,Internet Services
netcord.com,Sports
westcoastoffense.com,Sports
superbowl-2004.org,UNKNOWN
up88.net,UNKNOWN
cflockhart.com,Personal Pages
operationdearabby.net,Forum/Bulletin Boards
lomtec.com,Software/Hardware
premierbusinessgroup.net,UNKNOWN
proforex-shop.com.ru,UNKNOWN
jacksonkelly.com,Business
jobsurveys.com,Parked Domain
bsnude.com,Pornography
todozoofilia.com.ar,Pornography
nationalbridle.com,Business
24.46.148.133,UNKNOWN
toughman.com,Parked Domain
hoopstournament.net,Sports
peepholevideo.com,Pornography
the-teen-sex.com,Pornography
kellybeach.com,Pornography
boogolinks.nl,Portal Sites
sportandhealth.com,Health
ebanda.com,Parked Domain
206.10.97.13,UNKNOWN
poal-pix.com,Pornography
national-car-shipping.com,Marketing/Merchandising
reallybigmall.com,Online Shopping
imap.com,Finance/Banking
tcr.com.tw,Entertainment
123aptsearch.com,Public Information
tech.com,General News
blue-05.com,Internet Services
sinfulvids.com,Pornography
rentacar-europe.com,Travel
ceobusinessclub.org,Blogs/Wiki
hearingcenteronline.com,Health
thingsmale.net,Pornography
asm.org,Education/Reference
place4you.ch,Internet Services
emploiavenir.ca,Job Search
hentaislut.net,Malicious Sites
epoch.net,Internet Services
bodybreak.com,Online Shopping
artinside.com,Art/Culture/Heritage
legionariosdecristo.org,Religion/Ideologies
psxfreaks.com,Games
dietfraud.com,Health
mclanefoodservice.com,Business
amateurs4sex.net,Pornography
shawnallison.com,Personal Pages
newportart.com,Art/Culture/Heritage
neystadt.org,Personal Pages
homeforexbiz.com,Stock Trading
runnerworks.com,UNKNOWN
teraxxx.net,Pornography
cuhk.hk,Education/Reference
auto-toyz.com,UNKNOWN
lotsafreegayporn.com,Pornography
ladyinred.net,Sports
fastcashbiz.net,UNKNOWN
pcquest.com,Software/Hardware
jap.hu,Personal Pages
thumbguru.com,Pornography
uae1.com,General News
witchymom.com,Blogs/Wiki
sexnu.nu,Pornography
mundotetas.com,Pornography
stardeed.com,Online Shopping
amsinc.com,Finance/Banking
bourbonpub.com,Entertainment
senado.cl,General News
animetion.com,Humor/Comics
teengail.com,Pornography
24.195.205.152,UNKNOWN
cmcss.net,Education/Reference
3teengalleries.com,Pornography
passionscentral.com,Entertainment
hollyvalancemusic.com,Auctions/Classifieds
jumpforfun.net,Sports
stephensperformance.com,Marketing/Merchandising
wm-e-shop.com,Online Shopping
mapa.cc,Pornography
topowest.com,Portal Sites
salonlogics.com,Fashion/Beauty
a-miracle-net.com,Entertainment
pornstar-gallery.net,Malicious Sites
niceguynaliso.com,UNKNOWN
dposoft.net,Online Shopping
setxevents.com,Recreation/Hobbies
bigblackcocks.com,Pornography
stofa.dk,Business
step-down.net,Games
la-legal.com,Education/Reference
deaffriendfinder.com,Dating/Personals
homedirectory.com,Marketing/Merchandising
med.com,Malicious Sites
groovygrafix.com,UNKNOWN
donutmanmusic.com,Humor/Comics
fineartnude.com,Art/Culture/Heritage
cbc.com,Internet Services
absolutelypoetry.com,Entertainment
tyroneking.com,Pornography
decalking.com,Online Shopping
fundrinks4all.com,Parked Domain
veeshanvault.org,Forum/Bulletin Boards
johnson.org,Games
protruck.com,Motor Vehicles
manosas.net,Pornography
desupernet.net,UNKNOWN
pornoportfolio.com,Pornography
hugestore.com,Online Shopping
picture-shark.com,Shareware/Freeware
affiliateads.net,Marketing/Merchandising
cubanmusic.com,Entertainment
petrovka.com.ua,UNKNOWN
wingsnet.org,UNKNOWN
classicaliscool.com,Entertainment
myhesitest.com,Software/Hardware
astrovid.com,Online Shopping
superheltinne.com,Auctions/Classifieds
cernit.com,Online Shopping
teamrockstar.com,UNKNOWN
vugames.com,Games
satoauto.com,Personal Pages
bootywoman.net,Pornography
goldgame300.com,UNKNOWN
micro-outpost.com,Games
midcoast.com.au,Business
areacodes.org,Forum/Bulletin Boards
surveyaddict.com,Business
staticfree.net,Personal Pages
nashville-collection.com,Entertainment
russianpornopics.com,Pornography
northbound-train.com,Personal Pages
taboo.co.uk,Online Shopping
signaturewebsites.com,Internet Services
predictive-dialers-results.com,Internet Services
candywrappermuseum.com,Entertainment
mailboxnet.com,Real Estate
beardcommunity.com,Forum/Bulletin Boards
the-doors.com,UNKNOWN
urlaub.de,Travel
roughcyberstuds.com,Pornography
hidytidy.com,Online Shopping
polkamail.com,UNKNOWN
aplusrewards.com,Travel
videlectrix.com,Software/Hardware
mfactorfitness.com,Sports
techiwarehouse.com,Software/Hardware
stickymovies.com,Pornography
cyber-stars.com,Pornography
2crfm.co.uk,Entertainment
fantasywomen.com,Pornography
voiloo.net,Portal Sites
leonmex.com,Education/Reference
gml.ru,Pornography
cioljobs.com,Job Search
charynauctions.com,Auctions/Classifieds
swans.com,General News
watches-online.com.au,Fashion/Beauty
aquarun.ru,Entertainment
super-letras.com,Entertainment
montville.net,Education/Reference
ibweb.com,Internet Services
cum-filled-panties.com,Pornography
1shoes.us,Fashion/Beauty
carrie-anne-moss-pictures.com,Pornography
metropulse.com,Entertainment
gay-bears.net,Pornography
atlanta.com,Travel
cuckookingdom.com,Online Shopping
leadlogic.com,Business
kmjq.com,Entertainment
kamakala.com,Sexual Materials
avemaria.edu,Education/Reference
word97.com,UNKNOWN
fullscreen-movies.com,Pornography
1horoscope.com,Entertainment
xxx-rated.net,Pornography
jordanauto.com,Online Shopping
200.83.78.88,UNKNOWN
sensualproject.com,Pornography
riveroflife.org,Health
lingostorefront.com,Internet Services
el-jassy.com,UNKNOWN
kellysgate.net,Parked Domain
scottishproducts.com,Online Shopping
creepycrawl.com,UNKNOWN
lulux.com,Pornography
iahbe.com,Business
azsolarcenter.com,Education/Reference
joemachens.com,Business
find4u.net,Spyware/Adware/Keyloggers
cutemovies.com,Pornography
66.206.16.176,UNKNOWN
abbycountry.com,Online Shopping
kingdomnet.com,Entertainment
slysthumbs.com,Pornography
powertools.net,Software/Hardware
generalsfiles.com,Games
underdog-online.com,Art/Culture/Heritage
profitfree.com,Pornography
longmoviesonly.com,Pornography
jptgp.net,Pornography
marketingwithpostcards.com,Internet Services
zonaxonline.com,Pornography
mailutilities.com,Shareware/Freeware
aaic.org,Non-Profit/Advocacy/NGO
big-cocks-porn.biz,Pornography
ezoffplus.com,Internet Services
haas-online.net,Entertainment
commercial-realestate.net,Real Estate
daddyscandy.com,Pornography
hamburgerhelper.com,Non-Profit/Advocacy/NGO
redspark.com,Business
128.119.24.251,UNKNOWN
netsurfmedia.com,Internet Services
209.209.34.25,Education/Reference
ars-ufa.ru,UNKNOWN
securedsignup.com,Parked Domain
65.65.219.73,UNKNOWN
lff.org,Education/Reference
i-shapesassociation.com,Online Shopping
gameshowfame.com,Games
gerardbutleronline.net,Entertainment
swingersgold.com,Pornography
smallphoebe.com,Extreme
mygo.co.kr,Portal Sites
dbb.ru,Travel
68.96.181.59,UNKNOWN
hornysexybabes.com,Pornography
info-dienst.net,Portal Sites
crisisweb.org,Non-Profit/Advocacy/NGO
svl.ch,Sports
livefromnyc.com,Pornography
rockska.com,Entertainment
andersonpublishing.com,Education/Reference
timelyprofits.com,UNKNOWN
auto-sex.com,Pornography
hartautosales.com,UNKNOWN
pcsounds.com,UNKNOWN
jillmarielandis.com,Online Shopping
gegm11.com,UNKNOWN
alldiscountsatellite.com,Internet Services
littlesteven.com,Entertainment
hothotheat.com,Entertainment
plasticsurgeryportal.com,Health
girlswithhair.com,Pornography
fk-austria.at,Sports
catholicgreetings.org,Major Global Religions
hbpl.org,Education/Reference
uksexfun.co.uk,Pornography
oceanpinesmd.com,Business
postit.lv,Portal Sites
modelloghomes.com,Real Estate
machinetoolsauctions.com,UNKNOWN
noago.com,Portal Sites
jobs.ie,Job Search
phillipines.com,Parked Domain
philippinebargirl.com,Pornography
plaza101.com,Online Shopping
centerfolds4free.com,Pornography
discotecas.us,Parked Domain
ledlite.com,Internet Services
mature-sex-thumbs.net,Pornography
dynamic-site.net,Internet Services
australianopenshop.com,Online Shopping
harborcruises.com,Travel
cs-music.com,Entertainment
thanksmuch.com,Spyware/Adware/Keyloggers
100quest.com,Sports
subloads.com,Spyware/Adware/Keyloggers
tobaccocorner.com,Tobacco
attractionuniversity.com,UNKNOWN
swingerdirectory.net,Pornography
webjava.com,Entertainment
baileybearandcompany.com,UNKNOWN
fanmusic.ru,Entertainment
halfbloodprince.info,Education/Reference
unclaimedassets.com,Education/Reference
columbiacup.com,Parked Domain
checkerdist.com,Marketing/Merchandising
66.130.55.2,UNKNOWN
nude-male-celebrities.us,Pornography
ggg.com.ru,Games
mindlessfun.com,Forum/Bulletin Boards
ezfsa.com,Finance/Banking
spbgirls.ru,Pornography
gamesharke.com,UNKNOWN
mwti.net,Software/Hardware
swanky-teens.com,Pornography
jobest.ru,UNKNOWN
coachteed.com,Sports
2gstratus.org,Non-Profit/Advocacy/NGO
nysoga.com,Travel
number1-communications.com,UNKNOWN
gre.com,Education/Reference
fcc.co.jp,Business
anallove.net,Pornography
harypotter.com,Entertainment
pleathora.com,Pornography
yahoo.org,Portal Sites
eastsiderecords.com,UNKNOWN
chancellorsonline.com,Education/Reference
denverconvention.com,Online Shopping
singingfish.com,Media Downloads
melodias-polifonicas-wap.com,UNKNOWN
legendarylyrics.com,UNKNOWN
yahoo-dsl.com,UNKNOWN
bestpartyplan.com,Art/Culture/Heritage
nonnudeteenbrapics.com,Pornography
summerxxxpalace.com,Pornography
palmpilotfiles.com,Software/Hardware
marketing-stellenmarkt.de,Job Search
tvshows.nu,Entertainment
madeformusic.com,Anonymizers
kensmithbasses.com,Entertainment
bigblackbooty.com,Pornography
girlsarepretty.com,Blogs/Wiki
newwestmall.com,Online Shopping
combastics.com,Sports
thefunnyline.com,Humor/Comics
proxylist.net,Anonymizers
whistlestopcafe.com,Online Shopping
virtualsearches.net,Portal Sites
my-porn-pix.com,Pornography
amateurpussy.com,Pornography
paw-licious.com,Online Shopping
mccords.com,Marketing/Merchandising
tfworld.com,Pornography
nanofivetech.info,UNKNOWN
openoutsource.com,Internet Services
omspirit.com,Entertainment
degeneratepress.com,Entertainment
ccim.com,Business
kingsfinder.com,Pornography
e4engineering.com,Job Search
cingularpromo.com,UNKNOWN
odjfnbb.com,UNKNOWN
67.39.54.254,UNKNOWN
metrosavings.com,Finance/Banking
hongsui.com,Parked Domain
becksclassic.com,Health
conozcacostarica.com,Travel
privacyloans.com,Finance/Banking
israelfree.com,Travel
dighkmovies.com,Entertainment
papalace.com,Entertainment
livewiremedia.com,Education/Reference
ukka.com,UNKNOWN
okinawankarateclub.com,Sports
polisat.com,Humor/Comics
3xonline.net,Pornography
vwrabbit.net,UNKNOWN
alphaomegajewelry.com,UNKNOWN
seacadets.org,Government/Military
iprimus.ca,Stock Trading
touch-bases.com,Internet Services
shownice.net,Pornography
dlbnetwork.net,UNKNOWN
diariodenavarra.es,General News
septicsolutions.net,Marketing/Merchandising
forums4free.net,Forum/Bulletin Boards
mediacity.it,Internet Services
pawnshops.net,Public Information
chubby-lady-pics.com,Pornography
mathleague.org,Education/Reference
bftdlv.com,Health
federatedmoving.com,UNKNOWN
point-casino.com,UNKNOWN
fidelitybuy.com,UNKNOWN
dcscard.com,Finance/Banking
nude-celeb-fakes.com,Pornography
theundergroundrailroad.com,Entertainment
movie-hardporn.com,Pornography
phrozen-neon.com,Forum/Bulletin Boards
wvplus.com,Business
onlinehighways.com,Public Information
dogtrainingdiscovery.com,Marketing/Merchandising
uhstech.com,UNKNOWN
lhasaapsorescue.org,Non-Profit/Advocacy/NGO
diet-and-health.net,Health
independent.sk,Internet Services
cmcraque.com,UNKNOWN
12nutrition.com,Health
promo.uz,Marketing/Merchandising
sunlite.ca,UNKNOWN
sex-2u.biz,UNKNOWN
yetanotherdomainname.com,UNKNOWN
themarsvolta.com,Entertainment
wwwmegagames.com,UNKNOWN
educareinc.com,Health
sparkleplentyfashions.com,Fashion/Beauty
rusteensite.com,Pornography
172.130.108.25,UNKNOWN
wallstreete.com,Stock Trading
sportscosmos.com,Online Shopping
maximus.com,Business
rock-n-radio.com,Entertainment
netwellness.org,Business
audi.be,Motor Vehicles
peer2sex.com,UNKNOWN
emailtoday.com,Web Mail
richardfstratton.com,Marketing/Merchandising
xatta.com,Portal Sites
sunny-leone.com,Pornography
xxx-webspace.de,Pornography
aubreymiles.com,Marketing/Merchandising
new36.com,UNKNOWN
1cruise.com,Travel
ghettomania.com,Pornography
kav.ru,Software/Hardware
ebonysinclair.com,UNKNOWN
adultbizz.com,Pornography
internetrubberstamps.com,Portal Sites
mimo.com,Business
amtgard.net,UNKNOWN
kidcoinc.com,Education/Reference
relationship-tips.com,Forum/Bulletin Boards
latinimmersion.com,Education/Reference
63.214.155.66,UNKNOWN
64.68.1.184,UNKNOWN
bellesmatures.com,Pornography
tpg1.com,Forum/Bulletin Boards
fascinatingferrets.com,Marketing/Merchandising
superaffiliatehandbook.com,Education/Reference
toyotacelicas.com,Motor Vehicles
biddlechev.com,Marketing/Merchandising
boardwalkresort.com,Travel
makeyourwill.com,Education/Reference
cashgotravel.com,Malicious Sites
stilltheking.com,Online Shopping
christmas-cookies.com,Entertainment
thispagecannotbedisplayed.com,Profanity
atstake.com,Business
cajungames.com,Games
ttora.com,Recreation/Hobbies
omnipend.com,UNKNOWN
wet-t-shirt-party.com,Pornography
mayville.net,Personal Pages
child-models.info,UNKNOWN
face-sitting-smothering.com,Pornography
manutdportugal.com,Sports
eurobrasil.at,Sports
attackmx.com,Marketing/Merchandising
videojuegosms.com,UNKNOWN
hireminds.net,Business
avali.ru,Travel
anothertime.com,Real Estate
summitmed.com,Business
bridesweb.com,Fashion/Beauty
shofars.com,Parked Domain
etymotic.com,Online Shopping
jordanfordsa.com,Online Shopping
yourlifevitamins.com,Health
furnituredistribution.com,Online Shopping
multimediator.com,Job Search
pay2read.com,UNKNOWN
101gaystreet.com,Pornography
musicmagazines.com,Entertainment
nowdocs.com,Software/Hardware
xxx-cartoon-hentai-anime-comics.com,Pornography
q27.de,Internet Services
202.96.140.39,Games
autoshop-online.com,Online Shopping
sadnews.net,Portal Sites
industrialseats.com,Business
rosbbq.com,Restaurants
hot-world.de,Pornography
65.249.245.239,UNKNOWN
soma.com,Online Shopping
pornpicsforfree.com,Pornography
singstargame.com,Games
bluemantle.co.uk,Real Estate
eivnudf.info,UNKNOWN
theanimepitstop.com,Entertainment
wmcarey.edu,Education/Reference
datadock.com,Software/Hardware
fantasticalnews.com,Web Mail
bittersweetstables.com,Marketing/Merchandising
xxx-ebony.net,Pornography
barbiegirls.de,Entertainment
adultfilmfan.com,Pornography
pennzoil.com,Business
98degrees.com,Entertainment
sexo-hard.com,Pornography
innovativesolutions.com,Internet Services
atxworldfamoustattoos.com,Pornography
dotekabocha.net,Entertainment
employercontact.com,Job Search
there1.com,Internet Services
sonystyle.com.cn,Online Shopping
peepmygarden.com,Pornography
kaaza-server.de,Pornography
datingyellowpages.com,Dating/Personals
xlrandom.com,Finance/Banking
stair-ease.com,UNKNOWN
my-gambling-zone.com,UNKNOWN
singzing.com,Online Shopping
24.148.209.75,UNKNOWN
gsw.edu,Education/Reference
gocougs.net,Sports
cutegirls.com,Pornography
lawspirit.com,Business
gbfgalleries.biz,Pornography
squinty.com,Profanity
chicasadolescentes.com,Pornography
streetbait.com,Pornography
fishing.net.nz,Sports
2rateme.com,Entertainment
ultra-flicks.com,Pornography
xtu.com,Pornography
solidcamonline.com,Pornography
newtrendz.com,Business
dubbert-home.de,UNKNOWN
naturalgait.com,General News
municipalinternet.com,UNKNOWN
vanitymailserver.com,UNKNOWN
nude-teenpussy.com,Pornography
wine-x.com,Alcohol
livingwithadd.com,Health
bbw-beauty.com,Pornography
mmsacc-stainless.com,Online Shopping
lookalive.com,Online Shopping
americanstage.org,Art/Culture/Heritage
kemnitzerdesign.com,UNKNOWN
amomslove.com,Public Information
drunksexorgy.com,Pornography
wonder.com,Malicious Sites
melodyhomesinc.com,UNKNOWN
abercrombiekent.com,Travel
